Cycle_ID	Step_ID	Step_Type	Step_Time	Capacity	Capacity_Density	Energy	CmpEngergy	Capacitance	Start_Voltage	End_Voltage	Start_Temperature	End_Temperature	End_Capacity	Charge_Mid-Vol	Discharge_Mid-Vol	DCIR	ChargeCap	DischargeCap	Engy_Chg	Engy_DChg	Net_DischargeCap	Net_Engy_DChg
624	1248	CC_DChg  	2:01:31.000	70.81	70811.73	248.72	248717.84	394738.65	3644.9	2999.1	0.0	0.0	70.81	0.0	3546.0	145.254	0.00	70.81	0.00	248.72	70.81	248.72	
625	1249	CCCV_Chg  	2:09:41.000	70.81	70810.50	251.42	251419.53	402904.69	3018.0	3650.7	0.0	0.0	70.81	3585.9	0.0	270.309	70.81	0.00	251.42	0.00	-70.81	-251.42	
625	1250	CC_DChg  	2:01:32.000	70.82	70821.39	248.75	248749.50	394609.18	3644.9	2998.8	0.0	0.0	70.82	0.0	3546.0	145.145	0.00	70.82	0.00	248.75	70.82	248.75	
626	1251	CCCV_Chg  	2:09:57.000	70.86	70861.17	251.61	251606.35	403193.00	3018.0	3650.7	0.0	0.0	70.86	3585.9	0.0	274.600	70.86	0.00	251.61	0.00	-70.86	-251.61	
626	1252	CC_DChg  	2:01:35.000	70.86	70856.23	248.88	248882.70	394986.75	3644.9	2999.1	0.0	0.0	70.86	0.0	3546.0	145.109	0.00	70.86	0.00	248.88	70.86	248.88	
627	1253	CCCV_Chg  	2:09:52.000	70.87	70872.01	251.64	251642.25	403637.48	3018.6	3650.7	0.0	0.0	70.87	3585.9	0.0	278.890	70.87	0.00	251.64	0.00	-70.87	-251.64	
627	1254	CC_DChg  	2:01:33.000	70.84	70840.91	248.84	248835.29	395268.58	3644.9	2999.7	0.0	0.0	70.84	0.0	3546.0	145.145	0.00	70.84	0.00	248.84	70.84	248.84	
628	1255	CCCV_Chg  	2:09:29.000	70.77	70773.39	251.29	251290.72	402693.52	3018.0	3650.7	0.0	0.0	70.77	3585.9	0.0	261.653	70.77	0.00	251.29	0.00	-70.77	-251.29	
628	1256	CC_DChg  	2:01:29.000	70.79	70793.12	248.65	248648.11	394634.92	3644.9	2999.1	0.0	0.0	70.79	0.0	3546.0	145.729	0.00	70.79	0.00	248.65	70.79	248.65	
629	1257	CCCV_Chg  	2:09:50.000	70.81	70812.45	251.43	251425.61	402724.83	3017.7	3650.7	0.0	0.0	70.81	3585.9	0.0	266.018	70.81	0.00	251.43	0.00	-70.81	-251.43	
629	1258	CC_DChg  	2:01:29.000	70.79	70787.80	248.64	248638.92	395155.95	3644.9	3000.0	0.0	0.0	70.79	0.0	3546.0	145.218	0.00	70.79	0.00	248.64	70.79	248.64	
630	1259	CCCV_Chg  	2:09:42.000	70.81	70806.49	251.41	251410.26	403455.79	3018.9	3650.7	0.0	0.0	70.81	3585.9	0.0	270.270	70.81	0.00	251.41	0.00	-70.81	-251.41	
630	1260	CC_DChg  	2:01:27.000	70.77	70766.35	248.56	248561.17	394302.52	3644.9	2998.8	0.0	0.0	70.77	0.0	3546.0	145.363	0.00	70.77	0.00	248.56	70.77	248.56	
631	1261	CCCV_Chg  	2:09:32.000	70.77	70773.63	251.29	251290.24	402504.08	3017.7	3650.7	0.0	0.0	70.77	3585.9	0.0	270.309	70.77	0.00	251.29	0.00	-70.77	-251.29	
631	1262	CC_DChg  	2:01:25.000	70.75	70752.46	248.50	248504.31	394042.16	3644.9	2998.5	0.0	0.0	70.75	0.0	3546.0	145.473	0.00	70.75	0.00	248.50	70.75	248.50	
632	1263	CCCV_Chg  	2:09:27.000	70.79	70792.11	251.36	251360.76	402227.89	3017.1	3650.7	0.0	0.0	70.79	3585.9	0.0	265.980	70.79	0.00	251.36	0.00	-70.79	-251.36	
632	1264	CC_DChg  	2:01:28.000	70.79	70792.69	248.66	248660.78	394815.91	3644.9	2999.4	0.0	0.0	70.79	0.0	3546.0	145.436	0.00	70.79	0.00	248.66	70.79	248.66	
633	1265	CCCV_Chg  	2:09:42.000	70.85	70851.81	251.57	251572.51	403522.43	3018.6	3650.7	0.0	0.0	70.85	3585.9	0.0	274.521	70.85	0.00	251.57	0.00	-70.85	-251.57	
633	1266	CC_DChg  	2:01:28.000	70.79	70794.63	248.67	248667.69	395010.35	3645.2	3000.0	0.0	0.0	70.79	0.0	3546.0	137.810	0.00	70.79	0.00	248.67	70.79	248.67	
634	1267	CCCV_Chg  	2:09:36.000	70.82	70822.38	251.47	251469.84	402972.26	3018.0	3650.7	0.0	0.0	70.82	3585.9	0.0	257.363	70.82	0.00	251.47	0.00	-70.82	-251.47	
634	1268	CC_DChg  	2:01:31.000	70.82	70817.14	248.74	248740.87	394585.53	3645.2	2999.1	0.0	0.0	70.82	0.0	3546.0	137.879	0.00	70.82	0.00	248.74	70.82	248.74	
635	1269	CCCV_Chg  	2:09:41.000	70.82	70816.91	251.44	251441.99	403132.34	3018.3	3650.7	0.0	0.0	70.82	3585.9	0.0	274.560	70.82	0.00	251.44	0.00	-70.82	-251.44	
635	1270	CC_DChg  	2:01:34.000	70.83	70834.03	248.79	248792.34	394679.63	3644.9	2998.8	0.0	0.0	70.83	0.0	3546.0	145.181	0.00	70.83	0.00	248.79	70.83	248.79	
636	1271	CCCV_Chg  	2:09:42.000	70.85	70853.07	251.57	251565.99	402955.86	3017.4	3650.4	0.0	0.0	70.85	3585.9	0.0	266.018	70.85	0.00	251.57	0.00	-70.85	-251.57	
636	1272	CC_DChg  	2:01:28.000	70.77	70774.88	248.59	248586.22	394900.15	3644.9	2999.7	0.0	0.0	70.77	0.0	3546.0	137.741	0.00	70.77	0.00	248.59	70.77	248.59	
637	1273	CCCV_Chg  	2:09:39.000	70.78	70783.53	251.32	251324.29	403133.55	3018.6	3650.7	0.0	0.0	70.78	3585.9	0.0	270.309	70.78	0.00	251.32	0.00	-70.78	-251.32	
637	1274	CC_DChg  	2:01:29.000	70.80	70797.23	248.68	248675.98	395024.83	3644.9	2999.7	0.0	0.0	70.80	0.0	3546.0	145.291	0.00	70.80	0.00	248.68	70.80	248.68	
638	1275	CCCV_Chg  	2:09:35.000	70.82	70824.61	251.48	251478.89	403559.05	3018.9	3650.7	0.0	0.0	70.82	3586.3	0.0	274.521	70.82	0.00	251.48	0.00	-70.82	-251.48	
638	1276	CC_DChg  	2:01:28.000	70.79	70794.82	248.67	248674.03	394827.79	3645.2	2999.7	0.0	0.0	70.79	0.0	3546.0	137.707	0.00	70.79	0.00	248.67	70.79	248.67	
639	1277	CCCV_Chg  	2:09:37.000	70.84	70839.37	251.53	251534.69	403451.56	3018.6	3650.7	0.0	0.0	70.84	3586.3	0.0	270.232	70.84	0.00	251.53	0.00	-70.84	-251.53	
639	1278	CC_DChg  	2:01:33.000	70.84	70843.39	248.84	248843.91	395098.68	3645.2	2999.7	0.0	0.0	70.84	0.0	3546.0	137.638	0.00	70.84	0.00	248.84	70.84	248.84	
640	1279	CCCV_Chg  	2:09:36.000	70.82	70815.82	251.45	251449.33	402744.00	3017.7	3650.7	0.0	0.0	70.82	3585.9	0.0	257.363	70.82	0.00	251.45	0.00	-70.82	-251.45	
640	1280	CC_DChg  	2:01:33.000	70.84	70841.53	248.83	248833.95	395088.29	3645.2	2999.7	0.0	0.0	70.84	0.0	3546.0	137.707	0.00	70.84	0.00	248.83	70.84	248.83	
641	1281	CCCV_Chg  	2:09:32.000	70.81	70810.29	251.42	251418.09	403094.64	3018.3	3650.7	0.0	0.0	70.81	3585.9	0.0	266.018	70.81	0.00	251.42	0.00	-70.81	-251.42	
641	1282	CC_DChg  	2:01:30.000	70.80	70803.91	248.69	248691.08	395062.09	3644.9	2999.7	0.0	0.0	70.80	0.0	3546.0	145.254	0.00	70.80	0.00	248.69	70.80	248.69	
642	1283	CCCV_Chg  	2:09:34.000	70.83	70829.37	251.48	251484.95	403203.26	3018.3	3650.7	0.0	0.0	70.83	3585.9	0.0	265.980	70.83	0.00	251.48	0.00	-70.83	-251.48	
642	1284	CC_DChg  	2:01:28.000	70.79	70785.42	248.63	248629.42	394592.01	3644.9	2999.1	0.0	0.0	70.79	0.0	3546.0	145.109	0.00	70.79	0.00	248.63	70.79	248.63	
643	1285	CCCV_Chg  	2:09:51.000	70.82	70815.36	251.45	251445.54	403123.48	3018.3	3650.7	0.0	0.0	70.82	3585.9	0.0	274.521	70.82	0.00	251.45	0.00	-70.82	-251.45	
643	1286	CC_DChg  	2:01:35.000	70.86	70862.73	248.91	248911.10	394656.31	3645.2	2998.8	0.0	0.0	70.86	0.0	3546.0	137.672	0.00	70.86	0.00	248.91	70.86	248.91	
644	1287	CCCV_Chg  	2:09:38.000	70.83	70829.81	251.49	251494.67	402823.55	3017.7	3650.7	0.0	0.0	70.83	3585.9	0.0	270.232	70.83	0.00	251.49	0.00	-70.83	-251.49	
644	1288	CC_DChg  	2:01:28.000	70.80	70795.13	248.67	248674.28	394462.87	3645.2	2999.1	0.0	0.0	70.80	0.0	3546.3	137.707	0.00	70.80	0.00	248.67	70.80	248.67	
645	1289	CCCV_Chg  	2:09:57.000	70.88	70880.81	251.69	251686.44	403113.62	3017.7	3650.7	0.0	0.0	70.88	3586.3	0.0	265.942	70.88	0.00	251.69	0.00	-70.88	-251.69	
645	1290	CC_DChg  	2:01:34.000	70.85	70854.36	248.89	248893.44	395159.88	3645.2	2999.7	0.0	0.0	70.85	0.0	3546.3	137.741	0.00	70.85	0.00	248.89	70.85	248.89	
646	1291	CCCV_Chg  	2:09:40.000	70.81	70808.75	251.42	251424.59	403085.88	3018.3	3650.7	0.0	0.0	70.81	3586.3	0.0	265.942	70.81	0.00	251.42	0.00	-70.81	-251.42	
646	1292	CC_DChg  	2:01:31.000	70.82	70823.79	248.77	248771.79	394439.45	3645.2	2998.8	0.0	0.0	70.82	0.0	3546.0	137.707	0.00	70.82	0.00	248.77	70.82	248.77	
647	1293	CCCV_Chg  	2:09:42.000	70.83	70825.21	251.48	251476.08	402606.58	3017.4	3650.7	0.0	0.0	70.83	3585.9	0.0	265.942	70.83	0.00	251.48	0.00	-70.83	-251.48	
647	1294	CC_DChg  	2:01:29.000	70.79	70792.96	248.66	248659.87	395184.77	3644.9	3000.0	0.0	0.0	70.79	0.0	3546.0	145.145	0.00	70.79	0.00	248.66	70.79	248.66	
648	1295	CCCV_Chg  	2:09:43.000	70.80	70801.28	251.39	251393.03	403809.55	3019.5	3650.7	0.0	0.0	70.80	3585.9	0.0	278.810	70.80	0.00	251.39	0.00	-70.80	-251.39	
648	1296	CC_DChg  	2:01:29.000	70.80	70796.77	248.67	248667.58	395206.02	3644.9	3000.0	0.0	0.0	70.80	0.0	3546.0	145.291	0.00	70.80	0.00	248.67	70.80	248.67	
649	1297	CCCV_Chg  	2:09:55.000	70.82	70824.61	251.48	251482.45	403367.51	3018.6	3650.7	0.0	0.0	70.82	3586.3	0.0	265.942	70.82	0.00	251.48	0.00	-70.82	-251.48	
649	1298	CC_DChg  	2:01:34.000	70.85	70853.12	248.89	248887.88	394969.39	3645.2	2999.4	0.0	0.0	70.85	0.0	3546.3	137.707	0.00	70.85	0.00	248.89	70.85	248.89	
650	1299	CCCV_Chg  	2:09:46.000	70.84	70841.16	251.54	251542.50	403015.47	3018.3	3651.1	0.0	0.0	70.84	3586.3	0.0	270.232	70.84	0.00	251.54	0.00	-70.84	-251.54	
650	1300	CC_DChg  	2:01:29.000	70.81	70806.80	248.74	248735.07	394894.64	3645.5	3000.0	0.0	0.0	70.81	0.0	3546.3	140.245	0.00	70.81	0.00	248.74	70.81	248.74	
651	1301	CCCV_Chg  	2:09:58.000	70.84	70843.83	251.55	251554.78	403030.64	3018.3	3651.1	0.0	0.0	70.84	3586.3	0.0	261.615	70.84	0.00	251.55	0.00	-70.84	-251.55	
651	1302	CC_DChg  	2:01:34.000	70.86	70857.29	248.91	248911.99	394809.21	3645.5	2999.4	0.0	0.0	70.86	0.0	3546.6	140.175	0.00	70.86	0.00	248.91	70.86	248.91	
652	1303	CC_Chg  	14:10:05.000	70.70	70698.60	250.57	250565.40	398177.33	3010.9	3650.1	0.0	0.0	70.70	3581.9	0.0	287.788	70.70	0.00	250.57	0.00	-70.70	-250.57	
652	1304	CC_DChg  	14:25:16.000	71.96	71961.34	252.98	252977.31	400032.18	3647.6	3000.0	0.0	0.0	71.96	0.0	3547.8	250.501	0.00	71.96	0.00	252.98	71.96	252.98	
653	1305	CCCV_Chg  	2:11:40.000	71.91	71905.88	255.05	255047.74	404976.78	3011.5	3650.7	0.0	0.0	71.91	3582.8	0.0	287.860	71.91	0.00	255.05	0.00	-71.91	-255.05	
653	1306	CC_DChg  	2:01:25.000	70.75	70746.34	248.48	248479.75	394374.17	3644.9	2999.1	0.0	0.0	70.75	0.0	3545.6	145.291	0.00	70.75	0.00	248.48	70.75	248.48	
654	1307	CCCV_Chg  	2:09:41.000	70.84	70839.99	251.52	251520.68	403263.69	3018.3	3650.7	0.0	0.0	70.84	3585.6	0.0	274.600	70.84	0.00	251.52	0.00	-70.84	-251.52	
654	1308	CC_DChg  	2:01:22.000	70.74	70735.57	248.46	248463.57	394864.40	3644.9	3000.0	0.0	0.0	70.74	0.0	3546.0	145.473	0.00	70.74	0.00	248.46	70.74	248.46	
655	1309	CCCV_Chg  	2:09:25.000	70.81	70812.12	251.43	251433.64	402722.94	3017.7	3650.7	0.0	0.0	70.81	3585.9	0.0	253.074	70.81	0.00	251.43	0.00	-70.81	-251.43	
655	1310	CC_DChg  	2:01:22.000	70.74	70736.56	248.47	248470.23	394319.62	3645.2	2999.4	0.0	0.0	70.74	0.0	3546.0	137.638	0.00	70.74	0.00	248.47	70.74	248.47	
656	1311	CCCV_Chg  	2:09:42.000	70.84	70839.91	251.54	251537.10	402881.01	3017.7	3650.7	0.0	0.0	70.84	3586.3	0.0	261.653	70.84	0.00	251.54	0.00	-70.84	-251.54	
656	1312	CC_DChg  	2:01:27.000	70.79	70785.25	248.65	248647.84	394958.00	3645.2	3000.0	0.0	0.0	70.79	0.0	3546.0	137.638	0.00	70.79	0.00	248.65	70.79	248.65	
657	1313	CCCV_Chg  	2:09:44.000	70.80	70797.72	251.38	251384.58	403023.09	3018.3	3650.7	0.0	0.0	70.80	3586.3	0.0	261.653	70.80	0.00	251.38	0.00	-70.80	-251.38	
657	1314	CC_DChg  	2:01:26.000	70.78	70775.38	248.60	248601.41	394169.83	3645.2	2998.8	0.0	0.0	70.78	0.0	3546.0	137.603	0.00	70.78	0.00	248.60	70.78	248.60	
658	1315	CCCV_Chg  	2:09:51.000	70.80	70796.41	251.38	251375.35	402252.35	3017.1	3650.7	0.0	0.0	70.80	3585.9	0.0	261.653	70.80	0.00	251.38	0.00	-70.80	-251.38	
658	1316	CC_DChg  	2:01:31.000	70.82	70821.93	248.77	248771.34	395162.65	3645.2	3000.0	0.0	0.0	70.82	0.0	3546.0	137.638	0.00	70.82	0.00	248.77	70.82	248.77	
659	1317	CCCV_Chg  	2:09:17.000	70.68	70683.91	250.97	250968.92	402948.63	3019.2	3650.7	0.0	0.0	70.68	3585.9	0.0	274.560	70.68	0.00	250.97	0.00	-70.68	-250.97	
659	1318	CC_DChg  	2:01:21.000	70.72	70722.22	248.41	248412.57	394606.29	3644.9	2999.7	0.0	0.0	70.72	0.0	3546.0	145.254	0.00	70.72	0.00	248.41	70.72	248.41	
660	1319	CCCV_Chg  	2:09:29.000	70.77	70774.65	251.29	251292.75	402700.71	3018.0	3650.7	0.0	0.0	70.77	3586.3	0.0	261.653	70.77	0.00	251.29	0.00	-70.77	-251.29	
660	1320	CC_DChg  	2:01:22.000	70.74	70736.51	248.47	248465.56	394136.23	3645.2	2999.1	0.0	0.0	70.74	0.0	3546.0	137.776	0.00	70.74	0.00	248.47	70.74	248.47	
661	1321	CCCV_Chg  	2:09:33.000	70.76	70758.11	251.24	251244.74	402606.57	3018.0	3650.7	0.0	0.0	70.76	3586.3	0.0	270.232	70.76	0.00	251.24	0.00	-70.76	-251.24	
661	1322	CC_DChg  	2:01:24.000	70.76	70755.97	248.55	248545.16	394611.12	3645.2	2999.7	0.0	0.0	70.76	0.0	3546.0	137.707	0.00	70.76	0.00	248.55	70.76	248.55	
662	1323	CCCV_Chg  	2:09:25.000	70.74	70737.77	251.18	251178.79	401919.18	3017.1	3650.7	0.0	0.0	70.74	3586.3	0.0	248.785	70.74	0.00	251.18	0.00	-70.74	-251.18	
662	1324	CC_DChg  	2:01:27.000	70.79	70785.44	248.65	248648.46	394042.99	3645.2	2998.5	0.0	0.0	70.79	0.0	3546.0	137.638	0.00	70.79	0.00	248.65	70.79	248.65	
663	1325	CCCV_Chg  	2:09:31.000	70.76	70764.97	251.26	251257.90	402264.14	3017.4	3650.7	0.0	0.0	70.76	3586.3	0.0	270.232	70.76	0.00	251.26	0.00	-70.76	-251.26	
663	1326	CC_DChg  	2:01:21.000	70.73	70726.37	248.43	248434.45	394629.48	3645.2	3000.0	0.0	0.0	70.73	0.0	3545.6	137.741	0.00	70.73	0.00	248.43	70.73	248.43	
664	1327	CCCV_Chg  	2:09:40.000	70.77	70767.45	251.27	251272.61	402659.73	3018.0	3650.7	0.0	0.0	70.77	3586.3	0.0	257.400	70.77	0.00	251.27	0.00	-70.77	-251.27	
664	1328	CC_DChg  	2:01:24.000	70.75	70750.44	248.51	248511.18	394397.01	3644.9	2999.1	0.0	0.0	70.75	0.0	3546.0	145.109	0.00	70.75	0.00	248.51	70.75	248.51	
665	1329	CCCV_Chg  	2:09:23.000	70.71	70714.90	251.08	251079.34	402170.03	3017.7	3650.7	0.0	0.0	70.71	3586.3	0.0	265.980	70.71	0.00	251.08	0.00	-70.71	-251.08	
665	1330	CC_DChg  	2:01:24.000	70.75	70749.59	248.51	248507.65	394759.04	3644.9	2999.7	0.0	0.0	70.75	0.0	3546.0	145.363	0.00	70.75	0.00	248.51	70.75	248.51	
666	1331	CCCV_Chg  	2:09:41.000	70.75	70750.47	251.21	251212.07	402754.13	3018.3	3650.7	0.0	0.0	70.75	3585.9	0.0	265.980	70.75	0.00	251.21	0.00	-70.75	-251.21	
666	1332	CC_DChg  	2:01:24.000	70.75	70751.90	248.52	248520.85	394771.93	3644.9	2999.7	0.0	0.0	70.75	0.0	3546.0	145.218	0.00	70.75	0.00	248.52	70.75	248.52	
667	1333	CCCV_Chg  	2:10:01.000	70.74	70740.12	251.18	251182.17	402313.46	3017.7	3650.7	0.0	0.0	70.74	3586.6	0.0	257.400	70.74	0.00	251.18	0.00	-70.74	-251.18	
667	1334	CC_DChg  	2:01:20.000	70.72	70716.47	248.39	248385.07	394207.62	3644.9	2999.1	0.0	0.0	70.72	0.0	3546.0	145.218	0.00	70.72	0.00	248.39	70.72	248.39	
668	1335	CCCV_Chg  	2:09:35.000	70.68	70684.77	250.98	250980.99	401998.70	3017.7	3650.7	0.0	0.0	70.68	3586.3	0.0	265.942	70.68	0.00	250.98	0.00	-70.68	-250.98	
668	1336	CC_DChg  	2:01:19.000	70.70	70700.23	248.34	248336.43	394667.10	3644.9	3000.0	0.0	0.0	70.70	0.0	3546.0	145.546	0.00	70.70	0.00	248.34	70.70	248.34	
669	1337	CCCV_Chg  	2:09:38.000	70.73	70727.36	251.13	251129.21	403004.87	3018.9	3650.7	0.0	0.0	70.73	3586.3	0.0	270.270	70.73	0.00	251.13	0.00	-70.73	-251.13	
669	1338	CC_DChg  	2:01:14.000	70.64	70641.47	248.12	248123.68	394155.75	3644.9	2999.7	0.0	0.0	70.64	0.0	3545.6	145.619	0.00	70.64	0.00	248.12	70.64	248.12	
670	1339	CCCV_Chg  	2:09:27.000	70.70	70699.24	251.03	251025.20	402844.65	3018.6	3650.4	0.0	0.0	70.70	3586.3	0.0	270.309	70.70	0.00	251.03	0.00	-70.70	-251.03	
670	1340	CC_DChg  	2:01:15.000	70.65	70649.53	248.15	248147.53	394017.54	3644.9	2999.4	0.0	0.0	70.65	0.0	3545.6	137.776	0.00	70.65	0.00	248.15	70.65	248.15	
671	1341	CCCV_Chg  	2:09:26.000	70.73	70733.54	251.15	251148.99	402466.82	3018.0	3650.7	0.0	0.0	70.73	3586.3	0.0	266.018	70.73	0.00	251.15	0.00	-70.73	-251.15	
671	1342	CC_DChg  	2:01:21.000	70.71	70709.93	248.36	248363.71	394537.71	3644.9	2999.7	0.0	0.0	70.71	0.0	3545.6	145.254	0.00	70.71	0.00	248.36	70.71	248.36	
672	1343	CCCV_Chg  	2:09:37.000	70.72	70718.15	251.10	251101.16	402570.10	3018.3	3650.7	0.0	0.0	70.72	3586.3	0.0	265.980	70.72	0.00	251.10	0.00	-70.72	-251.10	
672	1344	CC_DChg  	2:01:21.000	70.73	70726.43	248.43	248434.09	394263.18	3644.9	2999.1	0.0	0.0	70.73	0.0	3546.0	145.145	0.00	70.73	0.00	248.43	70.73	248.43	
673	1345	CCCV_Chg  	2:09:48.000	70.78	70776.10	251.31	251309.65	402327.43	3017.4	3650.7	0.0	0.0	70.78	3586.3	0.0	261.653	70.78	0.00	251.31	0.00	-70.78	-251.31	
673	1346	CC_DChg  	2:01:22.000	70.74	70736.54	248.48	248475.05	393953.50	3645.2	2998.8	0.0	0.0	70.74	0.0	3546.0	137.707	0.00	70.74	0.00	248.48	70.74	248.48	
674	1347	CCCV_Chg  	2:09:31.000	70.73	70732.95	251.16	251159.20	401891.76	3017.1	3650.7	0.0	0.0	70.73	3586.3	0.0	261.653	70.73	0.00	251.16	0.00	-70.73	-251.16	
674	1348	CC_DChg  	2:01:20.000	70.72	70715.74	248.40	248397.94	394203.55	3645.2	2999.4	0.0	0.0	70.72	0.0	3546.0	137.776	0.00	70.72	0.00	248.40	70.72	248.40	
675	1349	CCCV_Chg  	2:09:33.000	70.72	70715.95	251.09	251090.19	402557.57	3018.3	3650.7	0.0	0.0	70.72	3586.3	0.0	270.270	70.72	0.00	251.09	0.00	-70.72	-251.09	
675	1350	CC_DChg  	2:01:17.000	70.67	70673.37	248.25	248246.64	394333.76	3644.9	2999.7	0.0	0.0	70.67	0.0	3546.0	146.243	0.00	70.67	0.00	248.25	70.67	248.25	
676	1351	CCCV_Chg  	2:09:20.000	70.65	70648.81	250.84	250842.21	401794.19	3017.7	3650.7	0.0	0.0	70.65	3586.3	0.0	257.437	70.65	0.00	250.84	0.00	-70.65	-250.84	
676	1352	CC_DChg  	2:01:17.000	70.67	70667.84	248.21	248210.16	393936.57	3644.9	2999.1	0.0	0.0	70.67	0.0	3545.6	145.363	0.00	70.67	0.00	248.21	70.67	248.21	
677	1353	CCCV_Chg  	2:09:31.000	70.69	70686.43	250.98	250978.06	402198.72	3018.0	3650.7	0.0	0.0	70.69	3586.3	0.0	270.309	70.69	0.00	250.98	0.00	-70.69	-250.98	
677	1354	CC_DChg  	2:01:15.000	70.66	70659.08	248.19	248186.65	394070.78	3644.9	2999.4	0.0	0.0	70.66	0.0	3545.6	145.254	0.00	70.66	0.00	248.19	70.66	248.19	
678	1355	CCCV_Chg  	2:09:28.000	70.72	70718.54	251.11	251107.17	402381.43	3018.0	3650.7	0.0	0.0	70.72	3586.3	0.0	265.942	70.72	0.00	251.11	0.00	-70.72	-251.11	
678	1356	CC_DChg  	2:01:18.000	70.70	70697.63	248.34	248335.53	394285.76	3645.2	2999.7	0.0	0.0	70.70	0.0	3546.0	137.707	0.00	70.70	0.00	248.34	70.70	248.34	
679	1357	CCCV_Chg  	2:09:33.000	70.74	70736.90	251.17	251169.87	402485.93	3018.0	3650.7	0.0	0.0	70.74	3586.3	0.0	261.653	70.74	0.00	251.17	0.00	-70.74	-251.17	
679	1358	CC_DChg  	2:01:22.000	70.73	70734.68	248.46	248463.29	394492.42	3645.2	2999.7	0.0	0.0	70.73	0.0	3545.6	137.707	0.00	70.73	0.00	248.46	70.73	248.46	
680	1359	CCCV_Chg  	2:09:33.000	70.72	70721.94	251.11	251106.77	402591.67	3018.3	3650.7	0.0	0.0	70.72	3586.3	0.0	265.942	70.72	0.00	251.11	0.00	-70.72	-251.11	
680	1360	CC_DChg  	2:01:17.000	70.67	70670.22	248.22	248222.50	394132.92	3644.9	2999.4	0.0	0.0	70.67	0.0	3545.6	145.327	0.00	70.67	0.00	248.22	70.67	248.22	
681	1361	CCCV_Chg  	2:09:20.000	70.63	70626.74	250.76	250761.34	402240.58	3018.3	3650.4	0.0	0.0	70.63	3586.3	0.0	270.309	70.63	0.00	250.76	0.00	-70.63	-250.76	
681	1362	CC_DChg  	2:01:14.000	70.64	70638.62	248.11	248107.19	394323.21	3644.9	3000.0	0.0	0.0	70.64	0.0	3545.3	137.741	0.00	70.64	0.00	248.11	70.64	248.11	
682	1363	CCCV_Chg  	2:09:38.000	70.69	70693.37	251.00	251000.26	402238.23	3017.7	3650.4	0.0	0.0	70.69	3586.3	0.0	253.146	70.69	0.00	251.00	0.00	-70.69	-251.00	
682	1364	CC_DChg  	2:01:15.000	70.65	70648.33	248.14	248136.24	394010.84	3644.9	2999.4	0.0	0.0	70.65	0.0	3545.6	137.707	0.00	70.65	0.00	248.14	70.65	248.14	
683	1365	CCCV_Chg  	2:09:28.000	70.63	70634.72	250.79	250789.28	402286.00	3018.3	3650.4	0.0	0.0	70.63	3586.3	0.0	270.309	70.63	0.00	250.79	0.00	-70.63	-250.79	
683	1366	CC_DChg  	2:01:15.000	70.65	70649.63	248.15	248150.26	394018.05	3644.9	2999.4	0.0	0.0	70.65	0.0	3545.6	137.707	0.00	70.65	0.00	248.15	70.65	248.15	
684	1367	CCCV_Chg  	2:09:44.000	70.70	70696.22	251.02	251023.19	402063.84	3017.7	3650.7	0.0	0.0	70.70	3586.3	0.0	261.728	70.70	0.00	251.02	0.00	-70.70	-251.02	
684	1368	CC_DChg  	2:01:17.000	70.68	70675.31	248.25	248253.04	394528.00	3644.9	3000.0	0.0	0.0	70.68	0.0	3545.6	145.145	0.00	70.68	0.00	248.25	70.68	248.25	
685	1369	CCCV_Chg  	2:09:36.000	70.70	70702.63	251.04	251043.50	402863.99	3018.9	3650.7	0.0	0.0	70.70	3586.3	0.0	270.232	70.70	0.00	251.04	0.00	-70.70	-251.04	
685	1370	CC_DChg  	2:01:14.000	70.64	70642.37	248.13	248129.05	393794.56	3644.9	2999.1	0.0	0.0	70.64	0.0	3545.6	145.218	0.00	70.64	0.00	248.13	70.64	248.13	
686	1371	CCCV_Chg  	2:09:28.000	70.67	70673.86	250.93	250928.14	401746.27	3017.4	3650.7	0.0	0.0	70.67	3586.3	0.0	261.728	70.67	0.00	250.93	0.00	-70.67	-250.93	
686	1372	CC_DChg  	2:01:17.000	70.67	70667.79	248.22	248215.14	394486.06	3644.9	3000.0	0.0	0.0	70.67	0.0	3545.6	145.291	0.00	70.67	0.00	248.22	70.67	248.22	
687	1373	CCCV_Chg  	2:09:17.000	70.62	70617.71	250.73	250732.12	402571.27	3018.9	3650.4	0.0	0.0	70.62	3586.3	0.0	270.309	70.62	0.00	250.73	0.00	-70.62	-250.73	
687	1374	CC_DChg  	2:01:15.000	70.65	70648.34	248.14	248137.23	394194.06	3644.9	2999.7	0.0	0.0	70.65	0.0	3545.3	137.741	0.00	70.65	0.00	248.14	70.65	248.14	
688	1375	CCCV_Chg  	2:09:34.000	70.69	70688.75	250.99	250985.24	402021.33	3017.4	3650.4	0.0	0.0	70.69	3586.3	0.0	253.146	70.69	0.00	250.99	0.00	-70.69	-250.99	
688	1376	CC_DChg  	2:01:19.000	70.69	70687.20	248.28	248279.96	394044.49	3644.9	2999.1	0.0	0.0	70.69	0.0	3545.3	137.845	0.00	70.69	0.00	248.28	70.69	248.28	
689	1377	CCCV_Chg  	2:09:43.000	70.70	70699.88	251.03	251028.02	402466.08	3018.0	3650.4	0.0	0.0	70.70	3586.3	0.0	270.309	70.70	0.00	251.03	0.00	-70.70	-251.03	
